# legalhist.whitelist candidates for OCR-corrupted reporter abbreviations (issue #247)
# source: moml_citations.citations_unlinked, spellings not in the whitelist with at least 20 rows, 2026-09-05
# 64189 such spellings, 6620354 rows
# rules: digit (a letter-flanked digit removed), confusion (one OCR letter confusion from
# ocrConfusions in go/citations/ocrvariant.go), digit_letter (a letter-flanked digit read as
# some letter; reported for review only, never seeded). Every corrected spelling is an exact
# entry of the whitelist as it stood when this ran; nothing is normalized. REVIEW BEFORE APPLYING.
# confidence is "canonical" when the corrected spelling is itself a reporter in legalhist.reporters,
# and "via-variant" when it is another whitelist variant that maps onward, in which case the
# proposal inherits that entry's looseness. A spelling whose readings reach more than one reporter
# is AMBIGUOUS when the runner-up's spellings are at least 10%% as frequent in the corpus as the
# winner's; TOJUNK when every reading lands on a junk entry; UNRESOLVED when none is whitelisted.
#
# count	reporter_found	corrected	reporter_standard	rule	confidence	example
#UNRESOLVED	140	"L. J. (Ad.)"	"29 L. J. (Ad.) 73"
#UNRESOLVED	140	"Lid."	"03 Lid. 468"
#UNRESOLVED	140	"M. & Sl."	"1 M. & Sl. 1"
#UNRESOLVED	140	"M. & W ."	"0 M. & W . 0"
#UNRESOLVED	140	"ML & W."	"10 ML & W. 3"
#UNRESOLVED	140	"Maod."	"0 Maod. 4"
#UNRESOLVED	140	"Mitchell"	"00 Mitchell, 1"
#UNRESOLVED	140	"Mll."	"00 Mll. 227"
#UNRESOLVED	140	"N. Y. S. at L."	"14 N. Y. S. at L., 654"
#UNRESOLVED	140	"Nev"	"108 Nev 5"
#UNRESOLVED	140	"Perry"	"007 Perry, 1852"
#UNRESOLVED	140	"Perry & Dav."	"1 Perry & Dav. 138"
#UNRESOLVED	140	"Pia."	"00 Pia. 45"
#UNRESOLVED	140	"Picl."	"10 Picl. 138"
#UNRESOLVED	140	"Q. .."	"10 Q. .. 1022"
#UNRESOLVED	140	"S. M."	"009 S. M. 1813"
#UNRESOLVED	140	"Saybrook"	"0 Saybrook, 2"
#UNRESOLVED	140	"Sh. Ap."	"1 Sh. Ap. 1"
#UNRESOLVED	140	"WV. Rob."	"1 WV. Rob. 103"
#UNRESOLVED	140	"Wnm. IV. c."	"1 Wnm. IV. c. 20"
#UNRESOLVED	140	"Woodb. & Minnot"	"1 Woodb. & Minnot, 00"
#UNRESOLVED	140	"ieo."	"0 ieo. 4"
#UNRESOLVED	140	"of November"	"000 of November 4"
#UNRESOLVED	140	"penalties"	"008 penalties, 100"
#UNRESOLVED	140	"per cent or"	"05 per cent or 11"
#UNRESOLVED	140	"sl."	"0 sl. 4"
#UNRESOLVED	140	"v. Oliver"	"016\n\t\t\tv. Oliver 339"
#UNRESOLVED	140	"v. Webb"	"007\n\t\t\tv. Webb 1873"
#UNRESOLVED	139	"(ico."	"10 (ico. 3"
#UNRESOLVED	139	"A. M. to"	"00 A. M. to 4"
#UNRESOLVED	139	"A. Y."	"05 A. Y. 7"
#UNRESOLVED	139	"Ad. & El"	"0 Ad. & El 1"
#UNRESOLVED	139	"Alet"	"01 Alet 547"
#UNRESOLVED	139	"Alm. St."	"02 Alm. St. 204"
#UNRESOLVED	139	"Am. D)e."	"00 Am. D)e. 420"
#UNRESOLVED	139	"Am. Lead. Cases"	"1 Am. Lead. Cases, 051"
#UNRESOLVED	139	"Am. St. Rep)."	"02 Am. St.\n\t\t\tRep). 600"
#UNRESOLVED	139	"Bright"	"052 Bright, 037"
#UNRESOLVED	139	"Brod. & Bing. R."	"1 Brod. & Bing. R. 289"
#UNRESOLVED	139	"Duor"	"0 Duor, 080"
#UNRESOLVED	139	"Esp. N. P. Cas."	"1 Esp. N. P. Cas. 1"
#UNRESOLVED	139	"Fed. Co."	"100 Fed. Co., 164"
#UNRESOLVED	139	"Hardison"	"200 Hardison 244"
#UNRESOLVED	139	"Hen. VIll. ."	"12 Hen. VIll. . 7"
#UNRESOLVED	139	"Illustrations"	"00 Illustrations, 15"
#UNRESOLVED	139	"Jur. (O. S.)"	"10 Jur. (O. S.) 1039"
#UNRESOLVED	139	"Kyd Corp."	"1 Kyd Corp. 100"
#UNRESOLVED	139	"L. .T. Ex."	"10 L. .T. Ex. 2"
#UNRESOLVED	139	"Law J., C."	"0 Law J., C. 1"
#UNRESOLVED	139	"Leg. Opin."	"1 Leg. Opin., 1"
#UNRESOLVED	139	"Len"	"10 Len, 151"
#UNRESOLVED	139	"Mason (C. C.)"	"1 Mason (C. C.), 11"
#UNRESOLVED	139	"Meg. C. R."	"1 Meg. C. R. 115"
#UNRESOLVED	139	"Merlv."	"1 Merlv. 0"
#UNRESOLVED	139	"N. & H. c."	"0 N. & H. c. 17"
#UNRESOLVED	139	"N. and M."	"1 N. and M. 1"
#UNRESOLVED	139	"Nb."	"01 Nb. 729"
#UNRESOLVED	139	"Nev. & MI."	"0 Nev. & MI. 203"
#UNRESOLVED	139	"Ont. L."	"0 Ont. L. 11"
#UNRESOLVED	139	"Pars. on Con."	"002 Pars. on Con. 747"
#UNRESOLVED	139	"Peckwell"	"1 Peckwell, 109"
#UNRESOLVED	139	"Pen. & Watts"	"1 Pen. & Watts,\n\t\t\t108"
#UNRESOLVED	139	"Porter (Ind.)"	"2 Porter (Ind.), 377"
#UNRESOLVED	139	"Q. P."	"0\n\t\t\tQ. P. 11"
#UNRESOLVED	139	"R. Abr."	"1 R. Abr. 112"
#UNRESOLVED	139	"Session Laws."	"014\n\t\t\tSession Laws. 1905"
#UNRESOLVED	139	"Sim. p."	"10 Sim. p. 178"
#UNRESOLVED	139	"Sm. & M.)"	"10 Sm. & M.) 10"
#UNRESOLVED	139	"Sm. & MI."	"0 Sm. & MI. 7"
#UNRESOLVED	139	"Smith.."	"14 Smith.. 7"
#UNRESOLVED	139	"Stair i."	"0 Stair i. 5"
#UNRESOLVED	139	"Sugden on Pow."	"11 Sugden on Pow. 179"
#UNRESOLVED	139	"Tlaunt."	"0 Tlaunt. 05"
#UNRESOLVED	139	"Vict, c"	"10 Vict, c, 17"
#UNRESOLVED	139	"Yentes"	"1 Yentes, 144"
#UNRESOLVED	139	"also"	"00 also 1"
#UNRESOLVED	139	"b. p."	"07 b. p. 265"
#UNRESOLVED	139	"days to"	"000 days to 4"
#UNRESOLVED	139	"fees of"	"001 fees of, 783"
#UNRESOLVED	139	"ham"	"005 ham, 52"
#UNRESOLVED	139	"of."	"01 of. 1"
#UNRESOLVED	139	"rules"	"009 rules, 992"
#UNRESOLVED	139	"v. Cooke"	"002\n\t\t\tv. Cooke, 802"
#UNRESOLVED	139	"v. Robertson"	"024\n\t\t\tv. Robertson, 554"
#UNRESOLVED	139	"v. S."	"032\n\t\t\tv. S. 177"
#UNRESOLVED	138	"(il."	"0 (il. 117"
#UNRESOLVED	138	". & Aid."	"11 . & Aid. 14"
#UNRESOLVED	138	". d."	"001\n\t\t\t. d. 2"
#UNRESOLVED	138	"A. It. R."	"028\n\t\t\tA. It. R. 155"
#UNRESOLVED	138	"Adolph."	"10 Adolph. 4"
#UNRESOLVED	138	"Aim."	"0 Aim. 1"
#UNRESOLVED	138	"Alward"	"Alward, 133"
#UNRESOLVED	138	"Am. Prob. Rep."	"05 Am. Prob. Rep. 21"
#UNRESOLVED	138	"Am. St. I."	"02 Am. St. I. 401"
#UNRESOLVED	138	"Barbour Sup. Ct."	"0 Barbour Sup. Ct. 93"
#UNRESOLVED	138	"Blackst. Cor."	"12 Blackst. Cor. 398"
#UNRESOLVED	138	"Brownl. & G."	"1 Brownl. & G. 110"
#UNRESOLVED	138	"Burr. at p."	"1 Burr. at p. 2"
#UNRESOLVED	138	"C. L. ."	"0 C. L. . 105"
#UNRESOLVED	138	"Chest. Co."	"1 Chest. Co. 09"
#UNRESOLVED	138	"Crom. M. & Ros."	"1 Crom. M. & Ros. 0"
#UNRESOLVED	138	"D. & R. Mag. Ca."	"12 D. & R. Mag. Ca. 182"
#UNRESOLVED	138	"Dept."	"00\n\t\t\tDept. 1"
#UNRESOLVED	138	"End. PI. & Pr."	"10 End. PI. & Pr. 1156"
#UNRESOLVED	138	"Equ. Cas. Abr."	"1 Equ. Cas. Abr. 1"
#UNRESOLVED	138	"G. IV., c."	"0 G. IV., c. 120"
#UNRESOLVED	138	"H. L. So."	"11 H. L. So. 47"
#UNRESOLVED	138	"Houston (Del.)"	"1 Houston (Del.) 100"
#UNRESOLVED	138	"IIilt."	"1 IIilt. 116"
#UNRESOLVED	138	"IR. R."	"100 IR. R. 725"
#UNRESOLVED	138	"Iawk. P. C. c."	"1 Iawk. P. C. c. 0"
#UNRESOLVED	138	"Iowa)"	"10 Iowa), 318"
#UNRESOLVED	138	"Ir. Oh. Rep."	"10 Ir. Oh. Rep. 1"
#UNRESOLVED	138	"John. B."	"10 John. B., 104"
#UNRESOLVED	138	"L. .. K."	"0 L. .. K. 1"
#UNRESOLVED	138	"L. J. R. B."	"0 L. J. R. B., 65"
#UNRESOLVED	138	"L. J.,Ch."	"0 L. J.,Ch. 444"
#UNRESOLVED	138	"L. T. (Journal)"	"04 L. T. (Journal) 437"
#UNRESOLVED	138	"L.R. Eq."	"10 L.R. Eq. 105"
#UNRESOLVED	138	"Lans"	"0 Lans, 25"
#UNRESOLVED	138	"Lawy. Ed."	"152\n\t\t\tLawy. Ed. 55"
#UNRESOLVED	138	"M. and R."	"1 M. and R. 104"
#UNRESOLVED	138	"N. Y. Law J."	"09 N. Y. Law J., 208"
#UNRESOLVED	138	"Pat. St."	"02 Pat. St. 252"
#UNRESOLVED	138	"Q. B. (Ex. Ch.)"	"0 Q. B. (Ex. Ch.) 720"
#UNRESOLVED	138	"Ray."	"0 Ray. 969"
#UNRESOLVED	138	"Rev. Stat. N. Y."	"1 Rev. Stat. N. Y. 117"
#UNRESOLVED	138	"Savary"	"Savary 1"
#UNRESOLVED	138	"See paragraph"	"0 See paragraph 121"
#UNRESOLVED	138	"Sni."	"10 Sni. 101"
#UNRESOLVED	138	"Soh. & Les."	"1 Soh. & Les. 102"
#UNRESOLVED	138	"Spears (S. C.)"	"1 Spears (S. C.), 127"
#UNRESOLVED	138	"TL. J. Ch."	"03 TL. J. Ch. 90"
#UNRESOLVED	138	"Ti. Rep."	"10 Ti. Rep. 463"
#UNRESOLVED	138	"Turn. Pract."	"1 Turn. Pract. 110"
#UNRESOLVED	138	"Verl."	"10 Verl. 9"
#UNRESOLVED	138	"Whart"	"0 Whart 671"
#UNRESOLVED	138	"Yo. & Coll."	"1 Yo. & Coll. 0"
#UNRESOLVED	138	"application of"	"013 application of 1"
#UNRESOLVED	138	"as"	"000 as\n\t\t\t199"
#UNRESOLVED	138	"duty of"	"004 duty of, 998"
#UNRESOLVED	138	"females, of whom"	"009 females, of whom 1"
#UNRESOLVED	138	"folios ."	"0 folios . 0"
#UNRESOLVED	138	"in value"	"000 in value, 147"
#UNRESOLVED	138	"jurisdiction"	"008 jurisdiction, 1000"
#UNRESOLVED	138	"lHen. VIll. c."	"12 lHen. VIll. c. 1"
#UNRESOLVED	138	"lMad."	"0 lMad. 59"
#UNRESOLVED	138	"limitation of"	"021 limitation of, 623"
#UNRESOLVED	138	"n.)"	"027 n.),\n\t\t\t929"
#UNRESOLVED	138	"o. App."	"066 o. App. 46"
#UNRESOLVED	138	"ti"	"040 ti, 23"
#UNRESOLVED	138	"v Smith"	"022 v Smith 1044"
#UNRESOLVED	138	"v. Williamson"	"004\n\t\t\tv. Williamson, 2"
#UNRESOLVED	138	"xl"	"149 xl\n\t\t\t144"
#UNRESOLVED	137	". S ."	"000 . S . 20"
#UNRESOLVED	137	". ss."	"103 . ss. 10"
#UNRESOLVED	137	"APPELLATE."	"100 APPELLATE. 10"
#UNRESOLVED	137	"Allch."	"101 Allch. 43"
#UNRESOLVED	137	"Am. Ed."	"0 Am. Ed., 8"
#UNRESOLVED	137	"Am. St. Itel."	"03 Am. St. Itel. 489"
#UNRESOLVED	137	"Anon"	"009 Anon\n\t\t\t2"
#UNRESOLVED	137	"Barber"	"055 Barber, 1"
#UNRESOLVED	137	"Belchertown"	"25 Belchertown, 2"
#UNRESOLVED	137	"Best, Ev."	"11 Best, Ev., 10"
#UNRESOLVED	137	"Burrow."	"1 Burrow. 11"
#UNRESOLVED	137	"C. B. s. s."	"0 C. B. s. s. 632"
#UNRESOLVED	137	"C. a P."	"0 C. a P. 10"
#UNRESOLVED	137	"Clark &"	"0 Clark & 1"
#UNRESOLVED	137	"Dot. Leg. N."	"10 Dot. Leg. N. 133"
#UNRESOLVED	137	"Dowl. Pr."	"1 Dowl. Pr. 11"
#UNRESOLVED	137	"E. D. S. (N. Y.)"	"1 E. D. S. (N. Y.) 018"
#UNRESOLVED	137	"Eng. Ch. Rep."	"00 Eng. Ch. Rep. 164"
#UNRESOLVED	137	"Esp. (N. P.)"	"1 Esp. (N. P.) 109"
#UNRESOLVED	137	"H. & Gill"	"1 H. & Gill 11"
#UNRESOLVED	137	"H. N."	"0 H. N. 1"
#UNRESOLVED	137	"II. P. C."	"0 II. P. C. 313"
#UNRESOLVED	137	"Iawk. P. C."	"1 Iawk. P. C. 101"
#UNRESOLVED	137	"Idalo"	"10 Idalo, 3"
#UNRESOLVED	137	"Ilurr."	"13 Ilurr. 1"
#UNRESOLVED	137	"Iurr."	"14 Iurr. 2502"
#UNRESOLVED	137	"James I."	"0 James I., 840"
#UNRESOLVED	137	"Kington"	"10 Kington 9"
#UNRESOLVED	137	"L. J. Bank"	"10 L. J. Bank, 07"
#UNRESOLVED	137	"Lach"	"0 Lach, 9"
#UNRESOLVED	137	"MI. & WV."	"10 MI. & WV. 22"
#UNRESOLVED	137	"MeN. & G."	"1 MeN. & G. 155"
#UNRESOLVED	137	"Mo.App."	"10 Mo.App., 174"
#UNRESOLVED	137	"Mold."	"0 Mold. 1"
#UNRESOLVED	137	"Moll"	"14 Moll, 7"
#UNRESOLVED	137	"Moo. (N. S.)"	"11 Moo. (N. S.) 155"
#UNRESOLVED	137	"Palne"	"10 Palne, 895"
#UNRESOLVED	137	"Poppenhausen"	"Poppenhausen 198"
#UNRESOLVED	137	"R. L. ch."	"1 R. L. ch. 100"
#UNRESOLVED	137	"S.& R."	"0 S.& R. 488"
#UNRESOLVED	137	"Ses."	"090 Ses. 5"
#UNRESOLVED	137	"Siin."	"0 Siin. 304"
#UNRESOLVED	137	"Sit."	"0 Sit. 1019"
#UNRESOLVED	137	"Sumnner"	"1 Sumnner, 1"
#UNRESOLVED	137	"Winl."	"10 Winl., 3"
#UNRESOLVED	137	"Winnetka"	"Winnetka, 08"
#UNRESOLVED	137	"al. P. C."	"111 al. P. C. 615"
#UNRESOLVED	137	"days from March"	"00 days from March 22"
#UNRESOLVED	137	"how effected"	"107 how effected, 106"
#UNRESOLVED	137	"iass."	"100 iass. 27"
#UNRESOLVED	137	"lMas."	"01 lMas. 78"
#UNRESOLVED	137	"or even"	"000 or even 1"
#UNRESOLVED	137	"order, Oct."	"10 order, Oct. 1842"
#UNRESOLVED	137	"property"	"000 property, 1"
#UNRESOLVED	137	"r. Moore"	"012\n\t\t\tr. Moore, 1704"
#UNRESOLVED	137	"taxation of"	"010 taxation of, 853"
#UNRESOLVED	137	"v. Stephens"	"018\n\t\t\tv. Stephens 759"
#UNRESOLVED	137	"when necessary"	"010 when necessary, 1011"
#UNRESOLVED	136	"(Col."	"007 (Col., 180"
#UNRESOLVED	136	"Act of September"	"000 Act of September 2"
#UNRESOLVED	136	"Alberti"	"Alberti, 1"
#UNRESOLVED	136	"Alicll."	"0 Alicll. 291"
#UNRESOLVED	136	"Allei"	"0 Allei, 219"
#UNRESOLVED	136	"Alsbrook"	"Alsbrook, 1"
#UNRESOLVED	136	"Ami. B. R."	"10 Ami. B. R. 221"
#UNRESOLVED	136	"Arbitration"	"037 Arbitration, 410"
#UNRESOLVED	136	"Bingb."	"0 Bingb. 266"
#UNRESOLVED	136	"Burlington."	"Burlington. 04"
#UNRESOLVED	136	"C. L. I."	"11 C. L. I. 67"
#UNRESOLVED	136	"Chitt. Cr. L."	"1 Chitt. Cr. L. 1"
#UNRESOLVED	136	"Cola."	"10 Cola. 14"
#UNRESOLVED	136	"CoxC. C."	"0 CoxC. C. 12"
#UNRESOLVED	136	"Cunard"	"956 Cunard 7"
#UNRESOLVED	136	"D. & Cl."	"1 D. & Cl.\n\t\t\t1"
#UNRESOLVED	136	"Dakota"	"0 Dakota,\n\t\t\t186"
#UNRESOLVED	136	"H. & N"	"1 H. & N, 115"
#UNRESOLVED	136	"Hen. Bin."	"1 Hen. Bin. 123"
#UNRESOLVED	136	"I. c."	"092 I. c. 156"
#UNRESOLVED	136	"IJ. T."	"001 IJ. T. 11"
#UNRESOLVED	136	"Jacquet"	"Jacquet, 106"
#UNRESOLVED	136	"Jar. (N.s.)"	"10 Jar. (N.s.) 1001"
#UNRESOLVED	136	"La. (Curry)"	"10 La. (Curry) 127"
#UNRESOLVED	136	"Law Quar. Rev."	"0 Law Quar. Rev. 02"
#UNRESOLVED	136	"Law Times Rep."	"01 Law Times Rep. 227"
#UNRESOLVED	136	"Low. Can."	"0 Low. Can. 17"
#UNRESOLVED	136	"Low. Dec."	"10 Low. Dec. 273"
#UNRESOLVED	136	"McLenn"	"0 McLenn, 13"
#UNRESOLVED	136	"Mo.)"	"100 Mo.)\n\t\t\t841"
#UNRESOLVED	136	"Nov.."	"10 Nov.. 1871"
#UNRESOLVED	136	"Per. &"	"1 Per. & 1"
#UNRESOLVED	136	"Pna."	"04 Pna. 1"
#UNRESOLVED	136	"Roper on Leg."	"1 Roper on Leg. 2"
#UNRESOLVED	136	"STREET RAILWAYS"	"102 STREET RAILWAYS 879"
#UNRESOLVED	136	"See notes"	"02 See notes 52"
#UNRESOLVED	136	"Stark Ev."	"05 Stark Ev., 46"
#UNRESOLVED	136	"Ste. Coin."	"1 Ste. Coin. 145"
#UNRESOLVED	136	"Story (C. C.)"	"1 Story (C. C.), 100"
#UNRESOLVED	136	"Ves. s."	"10 Ves. s. 104"
#UNRESOLVED	136	"W. IV. reg."	"1 W. IV. reg. 1"
#UNRESOLVED	136	"Wine."	"20 Wine. 640"
#UNRESOLVED	136	"appeals from"	"005 appeals from, 980"
#UNRESOLVED	136	"lnl."	"0 lnl. 1"
#UNRESOLVED	136	"of May"	"053 of May 2"
#UNRESOLVED	136	"only, net"	"0 only, net, 21"
#UNRESOLVED	136	"r.."	"039 r.. 4"
#UNRESOLVED	136	"ro."	"0 ro. 224"
#UNRESOLVED	136	"symptoms"	"114\n\t\t\tsymptoms, 115"
#UNRESOLVED	136	"v. Commonwealth"	"008\n\t\t\tv. Commonwealth, 8"
#UNRESOLVED	135	"Allee"	"1 Allee, 2"
#UNRESOLVED	135	"Alles"	"13 Alles, 35"
#UNRESOLVED	135	"Ally"	"10\n\t\t\tAlly 1"
#UNRESOLVED	135	"Am. II. R."	"0 Am. II. R. 531"
#UNRESOLVED	135	"Aml. Dee."	"00 Aml. Dee. 470"
#UNRESOLVED	135	"B & S."	"0 B & S. 19"
#UNRESOLVED	135	"B. lon. (Ky.)"	"10 B. lon. (Ky.) 284"
#UNRESOLVED	135	"Bins."	"0 Bins. 1"
#UNRESOLVED	135	"Bl. Com. p."	"1 Bl. Com. p. 113"
#UNRESOLVED	135	"Bosw. N. Y."	"10 Bosw. N. Y. 366"
#UNRESOLVED	135	"Branch"	"00 Branch, 10"
#UNRESOLVED	135	"Bushh"	"10 Bushh, 156"
#UNRESOLVED	135	"C. P. D. p."	"1 C. P. D. p. 11"
#UNRESOLVED	135	"Esq."	"19 Esq. 302"
#UNRESOLVED	135	"Ford"	"019 Ford 603"
#UNRESOLVED	135	"G. Ill., c."	"0 G. Ill., c. 112"
#UNRESOLVED	135	"Geo.. c."	"0 Geo.. c. 18"
#UNRESOLVED	135	"Graham"	"08 Graham, 2"
#UNRESOLVED	135	"I. . ."	"0 I. . . 2"
#UNRESOLVED	135	"I.B."	"091 I.B. 93"
#UNRESOLVED	135	"IV. c."	"020\n\t\t\tIV. c. 18"
#UNRESOLVED	135	"Iead"	"112 Iead 222"
#UNRESOLVED	135	"K. . ."	"121 K. . . 19"
#UNRESOLVED	135	"L. ., Q. B."	"0 L. ., Q. B. 233"
#UNRESOLVED	135	"L. B. A., N. S."	"10 L. B. A., N. S., 1089"
#UNRESOLVED	135	"L.. J."	"10 L.. J. 40"
#UNRESOLVED	135	"M. & lob."	"1 M. & lob. 1"
#UNRESOLVED	135	"M. H.L."	"10 M. H.L. 12"
#UNRESOLVED	135	"Mad.)"	"0 Mad.) 367"
#UNRESOLVED	135	"Mary, c."	"1 Mary, c. 1"
#UNRESOLVED	135	"Masi."	"100 Masi. 1"
#UNRESOLVED	135	"N. Y. W. Dig."	"0 N. Y. W. Dig. 02"
#UNRESOLVED	135	"Nov. & Mac."	"12 Nov. & Mac. 278"
#UNRESOLVED	135	"Pal. St."	"0 Pal. St. 22"
#UNRESOLVED	135	"Popl."	"2 Popl. 81"
#UNRESOLVED	135	"Roll. Abr"	"1 Roll. Abr 112"
#UNRESOLVED	135	"Sess. c."	"11 Sess. c. 6"
#UNRESOLVED	135	"Sm. L.C."	"14 Sm. L.C. 176"
#UNRESOLVED	135	"T. I. R."	"10 T. I. R. 107"
#UNRESOLVED	135	"V, c."	"03 V, c. 30"
#UNRESOLVED	135	"W. & ."	"0 W. & . 495"
#UNRESOLVED	135	"Wm. & Mary, c."	"1 Wm. & Mary, c. 12"
#UNRESOLVED	135	"Y. & C. (Ex.)"	"1 Y. & C. (Ex.) 103"
#UNRESOLVED	135	"Yeatea"	"1 Yeatea, 12"
#UNRESOLVED	135	"a.."	"010 a.. 111"
#UNRESOLVED	135	"ao."	"09\n\t\t\tao., 224"
#UNRESOLVED	135	"ell"	"05 ell, 32"
#UNRESOLVED	135	"enforcement of"	"07 enforcement of, 709"
#UNRESOLVED	135	"how enforced"	"021\n\t\t\thow enforced, 761"
#UNRESOLVED	135	"if"	"030 if\n\t\t\t191"
#UNRESOLVED	135	"in Form"	"0 in Form 10"
#UNRESOLVED	135	"novembre"	"10 novembre 1896"
#UNRESOLVED	135	"of copyholds"	"107 of copyholds, 21"
#UNRESOLVED	135	"treatment"	"120 treatment, 407"
#UNRESOLVED	135	"trespass"	"01 trespass, 538"
#UNRESOLVED	135	"upon"	"000 upon 5"
#UNRESOLVED	135	"way"	"011 way, 1"
#UNRESOLVED	134	"(Co."	"0 (Co., 814"
#UNRESOLVED	134	"(quoted)."	"16 (quoted). 973"
#UNRESOLVED	134	",. J. Ch."	"01\n\t\t\t,. J. Ch. 470"
#UNRESOLVED	134	"A. II. R."	"10 A. II. R. 209"
#UNRESOLVED	134	"A. It."	"075 A. It. 1"
#UNRESOLVED	134	"Albia"	"60 Albia, 199"
#UNRESOLVED	134	"Alleln"	"10 Alleln, 100"
#UNRESOLVED	134	"Alves"	"728 Alves 7"
#UNRESOLVED	134	"Am. Elec. Cns."	"0 Am. Elec. Cns. 02"
#UNRESOLVED	134	"Am. St. Itel)."	"03 Am. St. Itel). 05"
#UNRESOLVED	134	"Browne (Penn.)"	"1 Browne (Penn.), 1"
#UNRESOLVED	134	"Burden."	"Burden. 019"
#UNRESOLVED	134	"Chitty, Cr. L."	"11 Chitty, Cr. L., 73"
#UNRESOLVED	134	"Combs."	"Combs. 00"
#UNRESOLVED	134	"Cox C C."	"10 Cox C C. 168"
#UNRESOLVED	134	"D., N. S."	"1 D., N. S., 190"
#UNRESOLVED	134	"Dan. Pr."	"0 Dan. Pr. 1908"
#UNRESOLVED	134	"Davallon"	"Davallon 1"
#UNRESOLVED	134	"Doe."	"012 Doe. 31"
#UNRESOLVED	134	"Dre."	"10 Dre. 258"
#UNRESOLVED	134	"E. & Bl."	"1 E. & Bl. 164"
#UNRESOLVED	134	"Fed. Reporter"	"10 Fed. Reporter, 13"
#UNRESOLVED	134	"Grant (Ont.)"	"0 Grant (Ont.) 317"
#UNRESOLVED	134	"Hardenbrook"	"Hardenbrook, 11"
#UNRESOLVED	134	"IL. J. Q. B."	"09 IL. J. Q. B. 139"
#UNRESOLVED	134	"Ir. Eq. It."	"10 Ir. Eq. It. 295"
#UNRESOLVED	134	"Johns R."	"10 Johns R. 226"
#UNRESOLVED	134	"Klin."	"02 Klin. 395"
#UNRESOLVED	134	"L. J. (r. c.)"	"03 L. J. (r. c.) 32"
#UNRESOLVED	134	"L. J. C. P"	"12\n\t\t\tL. J. C. P 76"
#UNRESOLVED	134	"L. L."	"05 L. L. 11"
#UNRESOLVED	134	"Lan."	"0 Lan. 6"
#UNRESOLVED	134	"Law."	"05 Law. 319"
#UNRESOLVED	134	"Ld. Ray"	"1 Ld. Ray, 112"
#UNRESOLVED	134	"M'Clean"	"M'Clean, 0"
#UNRESOLVED	134	"Mer"	"1 Mer, 1"
#UNRESOLVED	134	"Moi."	"0 Moi. 1"
#UNRESOLVED	134	"N. TT."	"03 N. TT. 583"
#UNRESOLVED	134	"Otto (U. S.)"	"0 Otto (U. S.) 258"
#UNRESOLVED	134	"P. & C."	"0 P. & C. 820"
#UNRESOLVED	134	"Parkhill"	"270 Parkhill, 7"
#UNRESOLVED	134	"Pc."	"099 Pc. 0"
#UNRESOLVED	134	"Q. n. D."	"0 Q. n. D. 672"
#UNRESOLVED	134	"R. St. P."	"01 R. St. P. 3"
#UNRESOLVED	134	"R. at p."	"10 R. at p. 1000"
#UNRESOLVED	134	"See Ante, Vol."	"0 See Ante, Vol. 1"
#UNRESOLVED	134	"Sim. Rep."	"11 Sim. Rep. 491"
#UNRESOLVED	134	"Ste. Dig., art."	"00 Ste. Dig., art. 49"
#UNRESOLVED	134	"TW."	"0 TW. 1"
#UNRESOLVED	134	"The Act"	"0 The Act 5"
#UNRESOLVED	134	"Vi.t. c."	"10 Vi.t. c. 96"
#UNRESOLVED	134	"Vols. Post"	"0 Vols. Post 8"
#UNRESOLVED	134	"Webst. P. C."	"1 Webst. P. C. 103"
#UNRESOLVED	134	"Yelv"	"1 Yelv 1"
#UNRESOLVED	134	"ex."	"000 ex. 3"
#UNRESOLVED	134	"in England"	"088 in England, 88"
#UNRESOLVED	134	"l. & S."	"10 l. & S. 852"
#UNRESOLVED	134	"ler"	"04 ler, 84"
#UNRESOLVED	134	"ning."	"0 ning. 287"
#UNRESOLVED	134	"now."	"07 now. 71"
#UNRESOLVED	134	"release"	"018 release, 1030"
#UNRESOLVED	133	"(Md.)"	"002 (Md.), 2437"
#UNRESOLVED	133	".M. & S."	"0 .M. & S. 2"
#UNRESOLVED	133	"A. R. M."	"01 A. R. M. 51"
#UNRESOLVED	133	"Ad. El."	"0 Ad. El. 012"
#UNRESOLVED	133	"Allert"	"68 Allert, 11"
#UNRESOLVED	133	"Benj. Sales"	"128 Benj. Sales, 1"
#UNRESOLVED	133	"Binn. (Penn.) R."	"1 Binn. (Penn.) R. 176"
#UNRESOLVED	133	"Byth."	"11 Byth. 120"
#UNRESOLVED	133	"CAR."	"10 CAR.\n\t\t\t1"
#UNRESOLVED	133	"Car. & Marshm."	"1 Car. & Marshm. 183"
#UNRESOLVED	133	"Corn. Law"	"10 Corn. Law, 192"
#UNRESOLVED	133	"Cox Eq."	"1 Cox Eq. 1"
#UNRESOLVED	133	"Cumpb."	"1 Cumpb. 02"
#UNRESOLVED	133	"Dungl. Phy."	"1 Dungl. Phy. 1"
#UNRESOLVED	133	"East, I."	"0 East, I. 371"
#UNRESOLVED	133	"Ex. D. p."	"1 Ex. D. p. 203"
#UNRESOLVED	133	"Ex. I."	"0 Ex. I. 24"
#UNRESOLVED	133	"Fdw."	"0 Fdw. 7"
#UNRESOLVED	133	"Geo. L c."	"05 Geo. L c. 184"
#UNRESOLVED	133	"H. C. Deb."	"01 H. C. Deb. 5"
#UNRESOLVED	133	"J, P."	"00 J, P. 107"
